id,first_name,last_name,gender,date_of_birthday,deceased_indicator,owns_car,address,property_valuation,job_title,job_industry_category,wealth_segment,postcode,state
1746,Kev,,Male,1962-01-05,N,No,7 Laurel Avenue,12,Operator,IT,High Net Worth,2125,NSW
1747,Obadiah,Fairall,Male,1987-03-14,N,No,441 Old Shore Circle,11,Research Assistant II,Financial Services,Affluent Customer,2131,NSW
1748,Skell,Oxenden,Male,1956-06-07,N,Yes,5 Huxley Point,10,Recruiter,Manufacturing,Mass Customer,2154,NSW
1749,Debbi,Petschelt,Female,1980-10-22,N,No,3483 Burrows Hill,11,,Telecommunications,High Net Worth,2137,NSW
1750,Filbert,Evreux,Male,1959-05-13,N,Yes,84707 Harper Circle,10,Internal Auditor,Entertainment,Mass Customer,3114,VIC
1751,Sara-ann,Haddick,Female,1969-03-23,N,No,78 Jackson Point,11,,Health,Mass Customer,2047,NSW
1752,Diane,Busk,Female,1977-01-27,N,No,8 Armistice Circle,6,Systems Administrator II,n/a,Mass Customer,3977,VIC
1753,Kerry,Ford,Female,1997-10-12,N,Yes,73425 Mitchell Court,3,VP Product Management,Health,High Net Worth,4304,QLD
1754,Zonnya,Tolland,Female,1965-11-27,N,Yes,4 5th Circle,2,,Retail,Mass Customer,2800,NSW
1755,Dagmar,Panyer,Female,1986-08-23,N,No,096 Anniversary Point,12,Tax Accountant,Property,Mass Customer,2030,NSW
1756,Daron,,Female,1976-12-17,N,No,7714 Heffernan Circle,8,Junior Executive,n/a,High Net Worth,3130,VIC
1757,Hashim,Hartwell,Male,1966-03-03,N,No,2 Portage Avenue,9,,IT,High Net Worth,2170,NSW
1758,Helli,Cooksley,Female,1971-10-28,N,Yes,636 Debs Circle,9,Administrative Assistant I,Argiculture,Mass Customer,3039,VIC
1759,Quillan,Shortland,Male,1969-06-02,N,No,08731 Coleman Lane,6,Biostatistician IV,Financial Services,High Net Worth,3352,VIC
1760,Kelsy,Barrowcliff,Female,1966-04-27,N,No,12860 Warner Court,8,Dental Hygienist,Health,High Net Worth,3129,VIC
1761,Kassi,List,Female,1974-08-29,N,Yes,10 Cambridge Street,7,Legal Assistant,Manufacturing,Mass Customer,4567,QLD
1762,Gaye,Steutly,Female,1978-04-30,N,Yes,8943 Knutson Point,9,Research Assistant II,Health,Mass Customer,4154,QLD
1763,Suzie,Ornillos,Female,1994-10-30,N,Yes,3 Nevada Road,3,Automation Specialist I,Manufacturing,Affluent Customer,4215,QLD
1764,Zaria,Van der Krui,Female,1960-06-21,N,Yes,01 Havey Drive,12,Desktop Support Technician,n/a,Mass Customer,2099,NSW
1765,Sibella,O' Mara,Female,1967-02-13,N,No,466 Westport Drive,7,Senior Quality Engineer,n/a,High Net Worth,2263,NSW
1766,Maye,O'Moylane,Female,1985-10-20,N,No,40985 Cherokee Junction,10,Senior Quality Engineer,n/a,Affluent Customer,2155,NSW
1767,Cicely,Millier,Female,1959-03-10,N,Yes,410 Hoepker Pass,5,Software Engineer IV,Manufacturing,Affluent Customer,4123,QLD
1768,Normand,Ganderton,Male,1974-02-09,N,No,6 Reinke Street,10,Programmer I,Manufacturing,High Net Worth,2768,NSW
1769,Sheridan,Shaves,Male,1960-11-26,N,Yes,9097 Superior Drive,8,,n/a,Mass Customer,2114,NSW
1770,Chrysler,Vasile,Female,1995-04-10,N,Yes,6 Hansons Park,7,Junior Executive,n/a,Mass Customer,2145,NSW
1771,Zarah,Santello,Female,1974-11-01,N,Yes,5394 Dryden Terrace,11,Geological Engineer,Manufacturing,Mass Customer,3149,VIC
1772,Michael,Foulis,Male,1984-07-07,N,Yes,56 Bultman Parkway,1,Financial Analyst,Financial Services,High Net Worth,4721,QLD
1773,Nickolas,Guittet,U,,N,Yes,835 West Hill,11,,IT,Mass Customer,2118,NSW
1774,Vidovik,Astall,Male,1978-11-01,N,Yes,8 Vermont Pass,9,Compensation Analyst,Financial Services,Mass Customer,3930,VIC
1775,Kimberly,Dishmon,Female,1995-10-01,N,No,6238 Hanover Crossing,7,Actuary,Financial Services,Affluent Customer,3141,VIC
1776,Korey,Gate,Male,1978-08-26,N,No,2 Thierer Plaza,3,Accountant I,Financial Services,Affluent Customer,3976,VIC
1777,Lucinda,Jerok,Female,1994-05-02,N,No,71776 Express Avenue,8,Sales Representative,Retail,Affluent Customer,2749,NSW
1778,Emera,Margrem,Female,2000-07-30,N,Yes,162 Golf View Hill,6,Staff Accountant III,n/a,Mass Customer,2011,NSW
1779,Krishnah,Firmage,Male,1996-11-19,N,No,7389 Union Place,8,Information Systems Manager,Argiculture,Affluent Customer,2745,NSW
1780,Maude,Tixier,U,,N,No,07 Miller Pass,9,Research Associate,IT,Mass Customer,2017,NSW
1781,Sammie,Uglow,Male,1965-07-26,N,No,30 Delladonna Plaza,8,Data Coordiator,n/a,Affluent Customer,3046,VIC
1782,Ewen,Emes,Male,1966-12-22,N,Yes,7395 Blackbird Lane,9,Pharmacist,Health,Affluent Customer,2134,NSW
1783,Brett,McCalister,Male,1995-07-30,N,Yes,79427 Hudson Trail,1,,Retail,Mass Customer,3677,VIC
1784,Louella,O' Timony,Female,1994-10-15,N,Yes,67 Hooker Place,5,GIS Technical Architect,Manufacturing,Mass Customer,2380,NSW
1785,Marty,Whatford,Male,1960-12-10,N,No,0380 Chinook Avenue,12,Clinical Specialist,Health,Mass Customer,2047,NSW
1786,Lonee,Gorce,Female,1962-03-20,N,Yes,4092 Brentwood Trail,10,Administrative Assistant III,Argiculture,High Net Worth,2147,NSW
1787,Tull,Godehard.sf,Male,1976-11-21,N,Yes,613 Mayfield Trail,6,Executive Secretary,Retail,High Net Worth,4012,QLD
1788,Anna-diana,Kurten,Female,1964-08-10,N,Yes,2 Spohn Court,9,Account Representative IV,Financial Services,High Net Worth,2750,NSW
1789,Talya,Darycott,Female,1986-08-29,N,No,05239 Springs Circle,7,Analog Circuit Design manager,Property,Mass Customer,3030,VIC
1790,Vite,Molyneux,Male,1993-09-25,N,No,59 Old Gate Drive,5,Budget/Accounting Analyst IV,Health,Affluent Customer,4878,QLD
1791,Ninon,Van Der Hoog,Female,1974-12-25,N,Yes,31186 Hoard Junction,12,Data Coordiator,IT,Affluent Customer,2015,NSW
1792,Dunstan,Kegley,Male,1988-04-07,N,No,2 Crest Line Crossing,9,,Financial Services,Mass Customer,2072,NSW
1793,Hewett,Handes,Male,1989-06-14,N,Yes,18083 Mallard Drive,7,Actuary,Financial Services,Mass Customer,3075,VIC
1794,Caro,McKirton,Female,1969-03-10,N,No,93 Lakeland Court,6,Administrative Officer,Property,Mass Customer,3810,VIC
1795,Wally,Rebbeck,Male,1977-09-21,N,No,023 Thackeray Lane,12,Internal Auditor,Manufacturing,Affluent Customer,2070,NSW
1796,Cayla,Marcus,Female,1969-11-28,N,Yes,79737 Hollow Ridge Trail,9,Desktop Support Technician,Manufacturing,High Net Worth,2199,NSW
1797,Basile,Le Floch,Male,1974-05-16,N,No,95465 Union Plaza,7,Assistant Professor,n/a,Mass Customer,4055,QLD
1798,Eunice,Risom,Female,2000-10-11,N,Yes,66238 Old Gate Circle,9,Electrical Engineer,Manufacturing,High Net Worth,4157,QLD
1799,Tito,Brash,Male,1977-12-23,N,No,3 Delladonna Street,3,,n/a,Affluent Customer,4799,QLD
1800,Dianemarie,Hatherall,Female,1955-09-23,N,No,3 Mallard Center,8,Executive Secretary,Argiculture,High Net Worth,2251,NSW
1801,Bendix,Olivella,Male,1976-12-23,N,No,31 Eastwood Circle,3,Legal Assistant,Manufacturing,Affluent Customer,2460,NSW
1802,Lizzie,Duke,Female,1973-04-11,N,No,507 Onsgard Place,1,Nuclear Power Engineer,Manufacturing,Mass Customer,4701,QLD
1803,Clarinda,Edlyn,Female,1988-01-13,N,No,69555 Dakota Alley,5,,n/a,Mass Customer,4211,QLD
1804,Matelda,Kordas,Female,1963-03-28,N,No,21969 Lawn Court,9,Product Engineer,Property,Affluent Customer,2095,NSW
1805,Venus,Sketch,Female,1976-10-15,N,No,7 Erie Court,7,Budget/Accounting Analyst II,Financial Services,Mass Customer,2263,NSW
1806,Gil,De Gregorio,U,,N,No,0724 Oxford Crossing,9,Software Test Engineer IV,IT,Mass Customer,2146,NSW
1807,Pollyanna,Serjeantson,Female,1955-03-15,N,Yes,1 Monterey Terrace,12,Help Desk Operator,n/a,High Net Worth,2011,NSW
1808,Charles,Carren,Male,1965-12-15,N,No,75 Duke Plaza,9,Information Systems Manager,Retail,High Net Worth,2147,NSW
1809,Reba,Southon,Female,1961-01-26,N,Yes,156 Lakeland Way,9,Programmer II,Health,Mass Customer,4035,QLD
1810,Royall,Terris,Male,1959-05-06,N,No,91 Mosinee Point,5,Geological Engineer,Manufacturing,High Net Worth,2166,NSW
1811,Sylvan,Sugge,Male,1999-10-13,N,No,1508 Hooker Avenue,8,,Financial Services,Mass Customer,2000,NSW
1812,Daffi,Sewley,Female,1959-07-11,N,No,3202 Ridge Oak Alley,9,Clinical Specialist,Health,Affluent Customer,4121,QLD
1813,Reeva,Eakeley,Female,2001-05-19,N,No,5510 Pepper Wood Street,6,Technical Writer,Manufacturing,Mass Customer,3429,VIC
1814,Shawn,Platfoot,Female,1988-08-18,N,No,42952 Fairfield Center,8,Web Designer IV,Retail,Affluent Customer,3012,VIC
1815,Bab,Bingall,Female,1954-03-26,N,Yes,1 Garrison Street,12,Software Test Engineer I,Argiculture,Mass Customer,3103,VIC
1816,Lonni,Andrichak,Female,1977-02-25,N,No,013 Armistice Street,10,,Argiculture,Mass Customer,2769,NSW
1817,Jozef,Frizzell,Male,1975-03-13,N,No,3201 Canary Center,9,Graphic Designer,n/a,High Net Worth,2540,NSW
1818,Katha,Lockhurst,Female,1967-04-01,N,Yes,4365 Basil Junction,7,Assistant Media Planner,Entertainment,Mass Customer,2539,NSW
1819,Deedee,Fransinelli,Female,1994-11-23,N,Yes,1164 Toban Road,5,Graphic Designer,Entertainment,Mass Customer,3806,VIC
1820,Yard,Teeney,Male,1996-04-02,N,No,2364 Dovetail Way,6,Software Engineer II,IT,Affluent Customer,3048,VIC
1821,Fields,Bayne,Male,1972-03-09,N,Yes,738 Sloan Place,5,Web Developer IV,Entertainment,High Net Worth,3212,VIC
1822,Trudie,Capper,Female,1962-09-18,N,No,318 Jenifer Alley,11,,Financial Services,Mass Customer,2119,NSW
1823,Trude,Rizzardo,Female,1974-05-24,N,No,6395 Anthes Hill,4,VP Quality Control,n/a,High Net Worth,4504,QLD
1824,Robbie,Yakubovics,Female,1959-10-12,N,Yes,36516 Forster Lane,7,Safety Technician III,Manufacturing,Affluent Customer,4034,QLD
1825,Arv,Whitsey,Male,1967-02-14,N,Yes,107 Garrison Plaza,10,VP Quality Control,Financial Services,Mass Customer,2200,NSW
1826,Jareb,Langcaster,Male,1961-01-10,N,Yes,717 Oakridge Way,8,Chemical Engineer,Manufacturing,High Net Worth,2117,NSW
1827,Stormie,Smyth,Female,1978-01-15,N,Yes,16405 Doe Crossing Parkway,3,Sales Representative,Retail,Affluent Customer,3630,VIC
1828,Leigha,Bacchus,Female,1987-12-02,N,No,16 Monument Place,3,Junior Executive,Manufacturing,Affluent Customer,4701,QLD
1829,Darcy,Jaslem,Male,1980-10-29,N,No,99841 Talisman Street,3,Editor,n/a,Mass Customer,4224,QLD
1830,Nathan,Antognazzi,Male,1985-04-30,N,No,21 Duke Hill,4,Software Consultant,Manufacturing,High Net Worth,4344,QLD
1831,Lisle,Yokel,Male,1977-11-13,N,No,891 Anderson Parkway,10,Social Worker,Health,Mass Customer,2009,NSW
1832,Elicia,Normanvill,Female,1964-11-05,N,Yes,9446 Holmberg Court,11,Programmer Analyst III,Manufacturing,Mass Customer,2133,NSW
1833,Klemens,Eite,Male,1967-03-15,N,Yes,46512 Cambridge Avenue,8,Actuary,Financial Services,High Net Worth,2759,NSW
1834,Otes,Gottelier,Male,1977-06-30,N,Yes,54250 Welch Pass,11,Director of Sales,Financial Services,High Net Worth,3145,VIC
1835,Rodrigo,Felce,Male,1993-06-30,N,Yes,734 South Court,8,Financial Advisor,Financial Services,Affluent Customer,4152,QLD
1836,Rochella,Harce,Female,1955-06-05,N,Yes,769 Banding Avenue,10,Research Nurse,Health,Mass Customer,2151,NSW
1837,Tirrell,Cosgreave,Male,1973-12-29,N,Yes,2590 Northport Hill,11,Account Coordinator,Manufacturing,Mass Customer,2070,NSW
1838,Jobina,Dudenie,Female,1964-11-25,N,Yes,9649 Cascade Way,8,Business Systems Development Analyst,Financial Services,Affluent Customer,2250,NSW
1839,Faythe,Rance,Female,1987-05-08,N,Yes,69 Valley Edge Lane,8,Internal Auditor,Entertainment,High Net Worth,3144,VIC
1840,Sherman,Gullen,Male,1977-11-04,N,Yes,327 Monument Street,4,Staff Scientist,Argiculture,High Net Worth,3201,VIC
1841,Nathanial,D'Ambrogi,Male,1995-10-22,N,No,4 Sunnyside Crossing,12,Administrative Assistant III,Argiculture,Affluent Customer,2125,NSW
1842,Ephrayim,Beville,Male,1977-02-27,N,No,8 Hoffman Alley,10,Accountant IV,Financial Services,Mass Customer,3181,VIC
1843,Kennett,Attack,Male,1984-09-08,N,Yes,894 Duke Crossing,1,Recruiting Manager,n/a,Mass Customer,2665,NSW
1844,Amaleta,Slafford,Female,1975-10-21,N,No,01714 Claremont Center,3,Product Engineer,n/a,Mass Customer,2474,NSW
1845,Pascal,Veronique,Male,1978-01-16,N,No,6809 Maple Park,8,General Manager,Financial Services,Mass Customer,3023,VIC
1846,Lorette,Daspar,Female,1978-12-18,N,No,95294 Karstens Park,9,Senior Editor,Manufacturing,Affluent Customer,2155,NSW
1847,Bobinette,Stanaway,Female,1978-02-04,N,No,8872 Bunker Hill Crossing,9,Executive Secretary,Manufacturing,Mass Customer,2196,NSW
1848,Dev,Caghan,Male,1976-11-25,N,No,14 Westport Pass,6,Information Systems Manager,Manufacturing,Mass Customer,3029,VIC
1849,Jess,Bollans,Male,1958-07-01,N,Yes,867 Grim Terrace,6,,Retail,Mass Customer,3754,VIC
1850,Dare,Wasling,Male,1978-05-16,N,No,48023 International Way,1,Biostatistician II,Manufacturing,High Net Worth,3630,VIC
1851,Miles,Fallows,Male,1974-03-18,N,No,0 Prairie Rose Place,7,Account Representative II,n/a,Mass Customer,3802,VIC
1852,Darby,Shailer,Female,1978-01-21,N,No,56145 Porter Lane,10,Research Associate,Manufacturing,Affluent Customer,2010,NSW
1853,Agathe,Dimmick,Female,1987-06-20,N,Yes,509 Ridgeway Junction,10,Recruiter,n/a,Mass Customer,3166,VIC
1854,Mandie,Jeger,Female,1978-09-12,N,Yes,41 Eagan Junction,8,Community Outreach Specialist,n/a,High Net Worth,2570,NSW
1855,Foss,Yanele,Male,1971-07-08,N,Yes,5290 Lunder Park,7,Librarian,Entertainment,Mass Customer,2287,NSW
1856,Toni,Harbidge,Female,1969-07-20,N,No,52425 Prairie Rose Road,6,Associate Professor,Retail,Mass Customer,4500,QLD
1857,Purcell,Chinnery,Male,1968-09-20,N,Yes,7939 Toban Crossing,7,Marketing Manager,Manufacturing,Affluent Customer,2770,NSW
1858,Gabriella,,Female,1957-04-26,N,Yes,0672 Lyons Pass,10,Senior Sales Associate,Manufacturing,High Net Worth,2153,NSW
1859,Melamie,Hardman,Female,1990-04-08,N,Yes,904 Mandrake Parkway,1,Accountant IV,IT,High Net Worth,2820,NSW
1860,Holly-anne,Hamman,Female,1976-12-28,N,Yes,3007 Summer Ridge Street,7,Nuclear Power Engineer,Manufacturing,Mass Customer,4511,QLD
1861,Charlena,Muzzi,Female,1967-07-18,N,Yes,47 Veith Junction,9,Geological Engineer,Manufacturing,Mass Customer,3196,VIC
1862,Daron,Umpleby,Female,1980-06-29,N,Yes,007 Canary Circle,12,,Health,High Net Worth,2047,NSW
1863,Adelbert,Doelle,Male,1978-05-11,N,No,1 Saint Paul Terrace,6,VP Product Management,Telecommunications,High Net Worth,2161,NSW
1864,Anet,Pellitt,Female,1960-07-03,N,No,87705 Hovde Center,5,Senior Quality Engineer,Retail,Mass Customer,4870,QLD
1865,Isabelita,Kitchener,Female,1997-12-24,N,No,765 6th Plaza,7,Office Assistant III,n/a,Mass Customer,4226,QLD
1866,Huberto,Bazylets,Male,1992-10-07,N,No,248 Bartillon Plaza,9,Marketing Manager,Manufacturing,Mass Customer,4059,QLD
1867,Tonya,Ritmeier,Female,1986-04-16,N,No,66811 Lerdahl Way,4,Senior Developer,n/a,Affluent Customer,4160,QLD
1868,Aloisia,Ivel,Female,1988-06-22,N,No,5809 Coolidge Avenue,6,Assistant Manager,Retail,Mass Customer,2747,NSW
1869,Neda,Longfellow,Female,1977-10-19,N,Yes,2769 Banding Avenue,10,Geologist IV,Financial Services,High Net Worth,3189,VIC
1870,Alikee,Sjollema,Female,1973-01-16,N,No,3 Monterey Trail,9,Graphic Designer,n/a,Affluent Customer,2582,NSW
1871,Shayna,McQuin,Female,1994-01-23,N,Yes,85549 Sheridan Parkway,8,Senior Cost Accountant,Financial Services,High Net Worth,4170,QLD
1872,Leif,Feeney,Male,1973-05-28,N,Yes,4498 Donald Crossing,10,Help Desk Technician,Manufacturing,Mass Customer,2525,NSW
1873,Raul,Cabrer,Male,1992-07-09,N,Yes,4 Ridgeway Court,4,General Manager,Manufacturing,Affluent Customer,4030,QLD
1874,Nickolai,McChesney,Male,1957-09-29,N,Yes,4 Bartelt Hill,1,,Argiculture,High Net Worth,4510,QLD
1875,Amory,Bohler,Male,1959-01-11,N,Yes,91116 Riverside Plaza,8,Staff Scientist,Retail,High Net Worth,2114,NSW
1876,Borden,Wooles,Male,1977-05-28,N,No,60911 Almo Point,12,Recruiting Manager,Financial Services,Affluent Customer,2066,NSW
1877,Radcliffe,Bartolomeoni,Male,1966-09-09,N,Yes,0 Superior Pass,8,Associate Professor,Financial Services,High Net Worth,2050,NSW
1878,Pen,Hedgecock,Male,1954-11-06,N,No,9 Superior Terrace,9,Account Coordinator,Health,Affluent Customer,2199,NSW
1879,Kermy,Heningam,Male,1967-04-25,N,No,57 Marquette Hill,6,Account Representative I,Manufacturing,High Net Worth,4120,QLD
1880,Garrett,Dommett,Male,1972-08-11,N,No,36 Sommers Place,12,,n/a,High Net Worth,2096,NSW
1881,Gherardo,Lahy,Male,1957-12-10,N,Yes,83148 Rowland Alley,8,Quality Control Specialist,n/a,Affluent Customer,2530,NSW
1882,Justin,Ragless,Male,1964-05-05,N,No,34 Arrowood Pass,9,Account Executive,Manufacturing,Affluent Customer,2567,NSW
1883,Jinny,Cawood,Female,1991-08-13,N,No,72 Mandrake Court,9,,Health,Mass Customer,3183,VIC
1884,Aurore,Buckmaster,Female,1969-11-25,N,Yes,9 Emmet Hill,10,,Manufacturing,Mass Customer,2042,NSW
1885,Jerome,Sheavills,Male,1982-10-27,N,Yes,16984 Pankratz Park,7,Software Consultant,Health,High Net Worth,2324,NSW
1886,Eugenie,Belcham,Female,1978-09-22,N,No,9460 Laurel Crossing,7,Nurse,IT,Affluent Customer,4032,QLD
1887,Kynthia,Purcer,Female,1965-06-22,N,Yes,5786 Kinsman Point,8,Director of Sales,IT,Affluent Customer,2127,NSW
1888,Sibyl,Scholtz,Female,2002-01-26,N,Yes,4 Fairfield Way,10,Food Chemist,Health,Mass Customer,2487,NSW
1889,Dare,,Male,1973-07-07,N,No,319 Michigan Way,4,Quality Control Specialist,Retail,Affluent Customer,4350,QLD
1890,Carce,Gunthorp,Male,1972-10-08,N,No,49 Fulton Park,8,Analyst Programmer,Financial Services,Mass Customer,3156,VIC
1891,Neville,Bloyes,Male,1990-03-02,N,Yes,0 Corben Court,11,Marketing Manager,Retail,Mass Customer,3121,VIC
1892,Allyson,Pinsent,Female,1995-09-07,N,Yes,8 Drewry Street,5,,Retail,High Net Worth,4655,QLD
1893,Gunar,Sleit,Male,1968-04-22,N,No,48 Dawn Center,3,Administrative Officer,n/a,Mass Customer,4132,QLD
1894,Patten,Laytham,Male,1976-04-01,N,Yes,6244 Forest Point,9,Automation Specialist III,Manufacturing,High Net Worth,4103,QLD
1895,Leese,Lohan,Female,1975-09-02,N,No,0306 Donald Court,1,Technical Writer,Manufacturing,Mass Customer,3844,VIC
1896,Garald,Brasner,Male,1995-04-30,N,No,3762 Victoria Alley,6,Project Manager,n/a,High Net Worth,4078,QLD
1897,Cosette,Callar,Female,1997-08-20,N,Yes,3 Manley Crossing,6,Product Engineer,n/a,Mass Customer,4074,QLD
1898,Katalin,Mantz,Female,1979-11-24,N,Yes,36866 Summit Point,9,Developer III,Manufacturing,Affluent Customer,3750,VIC
1899,Lambert,Vardey,Male,1997-09-02,N,Yes,9 Pearson Plaza,7,,Retail,Affluent Customer,3177,VIC
1900,Noland,Larder,Male,1980-08-15,N,Yes,7450 Prairie Rose Drive,1,Safety Technician II,Financial Services,Affluent Customer,2868,NSW
1901,Vail,Southernwood,Male,1977-08-22,N,No,83975 Rowland Place,6,Budget/Accounting Analyst I,Argiculture,Affluent Customer,2166,NSW
1902,Camille,Vallintine,Female,1964-12-01,N,Yes,01 Weeping Birch Plaza,4,Environmental Tech,Financial Services,Mass Customer,2640,NSW
1903,Tucky,Pizzie,Male,1973-11-20,N,Yes,738 Dixon Drive,8,Project Manager,n/a,High Net Worth,2575,NSW
1904,Nert,Muglestone,Female,1978-01-25,N,Yes,5766 Pearson Court,8,Technical Writer,IT,High Net Worth,2227,NSW
1905,Corabelle,,Female,1953-09-17,N,No,9 Shelley Center,7,Help Desk Technician,Manufacturing,Affluent Customer,2170,NSW
1906,Waylan,Katte,Male,1988-04-24,N,No,07273 Sundown Trail,2,Product Engineer,Retail,Mass Customer,2358,NSW
1907,Lind,Dredge,Male,1974-11-04,N,No,2 Maryland Drive,7,VP Sales,Health,High Net Worth,4227,QLD
1908,Jaquelyn,Workman,Female,1963-12-10,N,Yes,3 Roth Place,2,Help Desk Technician,Financial Services,High Net Worth,2449,NSW
1909,Drucill,Laurand,Female,1984-12-11,N,Yes,81856 Express Lane,6,Research Assistant II,Argiculture,Affluent Customer,2299,NSW
1910,Yovonnda,Warrior,Female,1959-07-13,N,Yes,5 Porter Road,6,Systems Administrator I,Property,High Net Worth,4014,QLD
1911,Hallsy,De Leek,Male,1980-06-08,N,No,59 Waywood Road,8,Director of Sales,Manufacturing,Mass Customer,3163,VIC
1912,Hall,Grouer,Male,1992-11-04,N,No,6838 Anniversary Junction,4,Account Coordinator,Manufacturing,High Net Worth,2484,NSW
1913,Tamiko,Fergie,Female,1973-11-02,N,Yes,90128 Caliangt Place,4,Dental Hygienist,Health,Mass Customer,2484,NSW
1914,Clyve,Sandwick,Male,1968-06-21,N,No,504 Mesta Lane,8,VP Product Management,Financial Services,Mass Customer,2261,NSW
1915,Dusty,Tesimon,Female,1953-10-12,N,Yes,9 Utah Road,8,Social Worker,Health,Mass Customer,4179,QLD
1916,Redd,O'Crowley,Male,1995-03-05,N,Yes,00213 Atwood Pass,1,Computer Systems Analyst II,Retail,High Net Worth,2340,NSW
1917,Raquela,Schimpke,Female,1973-07-28,N,Yes,7230 Montana Place,9,Senior Sales Associate,Argiculture,Affluent Customer,2777,NSW
1918,Devin,Sandeson,U,,N,No,51763 Carey Place,7,Staff Accountant II,IT,Affluent Customer,3056,VIC
1919,Bartie,Hartburn,Male,1960-12-23,N,Yes,4 Susan Center,9,VP Product Management,Argiculture,Mass Customer,3170,VIC
1920,Rutter,Marlen,Male,1988-01-06,N,No,745 Troy Avenue,9,Sales Associate,Financial Services,Mass Customer,2769,NSW
1921,Cybill,Wakes,Female,1982-12-03,N,No,6 Upham Place,7,Accountant III,n/a,Mass Customer,4556,QLD
1922,Ailene,Tomkies,Female,1969-11-11,N,Yes,34694 Sugar Place,5,Speech Pathologist,n/a,High Net Worth,4740,QLD
1923,Immanuel,Farlamb,Male,1970-08-23,N,No,26876 Lyons Court,10,Health Coach IV,Health,Mass Customer,3166,VIC
1924,Eolande,Kauscher,Female,1965-12-01,N,Yes,8308 Linden Place,9,VP Product Management,n/a,Mass Customer,2570,NSW
1925,Amaleta,Dickens,Female,1982-01-28,N,Yes,32708 Bluestem Alley,7,,n/a,Mass Customer,3976,VIC
1926,Stefano,Menhenitt,Male,1957-11-15,N,Yes,3542 Arkansas Place,1,Senior Cost Accountant,Financial Services,High Net Worth,3380,VIC
1927,Masha,Bibbie,Female,1975-07-15,N,Yes,642 Anderson Circle,5,Software Test Engineer I,Manufacturing,Affluent Customer,4132,QLD
1928,Sully,Dorling,Male,1977-09-24,N,Yes,8318 Continental Alley,7,Chemical Engineer,Manufacturing,High Net Worth,3175,VIC
1929,Elka,Crossgrove,Female,1986-10-12,N,No,7202 Prairieview Court,11,Food Chemist,Health,Affluent Customer,2221,NSW
1930,Ambrose,Bleasby,Male,1996-06-14,N,No,64610 Sachtjen Center,10,Speech Pathologist,Manufacturing,High Net Worth,2575,NSW
1931,Boris,Syres,Male,1973-11-06,N,No,53 Muir Terrace,8,Senior Developer,Health,Affluent Customer,2170,NSW
1932,Sybila,Enefer,Female,1977-01-03,N,Yes,710 Schiller Plaza,1,Librarian,Entertainment,Affluent Customer,3338,VIC
1933,Ephraim,Fulep,Male,1980-09-10,N,No,698 Old Gate Lane,3,Automation Specialist I,Manufacturing,Affluent Customer,2619,NSW
1934,Bryant,Tordiffe,Male,1963-01-17,N,Yes,4 Golden Leaf Road,2,Budget/Accounting Analyst IV,n/a,Affluent Customer,4670,QLD
1935,Galvan,,Male,1974-11-13,N,No,1979 Arapahoe Trail,3,Senior Sales Associate,n/a,Mass Customer,4701,QLD
1936,Gisella,Scad,Female,1964-07-08,N,Yes,1 Vernon Terrace,6,Junior Executive,Manufacturing,Mass Customer,4226,QLD
1937,Renaud,Gahagan,Male,1974-01-08,N,No,79862 Darwin Crossing,8,Quality Engineer,Health,Mass Customer,4215,QLD
1938,Austin,Toopin,U,,N,Yes,184 Hoepker Way,9,Automation Specialist IV,IT,Mass Customer,2197,NSW
1939,Pierce,Cheke,Male,1992-05-03,N,Yes,40 New Castle Avenue,11,Safety Technician I,n/a,Mass Customer,2043,NSW
1940,Gabriellia,Coulter,Female,1977-03-02,N,Yes,9525 Johnson Place,8,Teacher,Manufacturing,High Net Worth,3190,VIC
1941,Dmitri,Eleshenar,Male,1992-05-23,N,No,8 Pearson Trail,9,Librarian,Entertainment,Mass Customer,2166,NSW
1942,Abe,Townby,Male,1987-01-08,N,No,53 Dakota Court,9,Programmer Analyst II,Financial Services,High Net Worth,2027,NSW
1943,Armstrong,Style,Male,1985-10-03,N,Yes,4262 Melvin Avenue,8,Senior Cost Accountant,Financial Services,Affluent Customer,2759,NSW
1944,Gregory,Balchin,Male,1980-07-30,N,Yes,4415 Dwight Center,7,Programmer III,Argiculture,High Net Worth,2528,NSW
1945,Griffin,Gisbourn,Male,1978-07-10,N,Yes,1197 Carey Junction,7,Software Test Engineer II,n/a,High Net Worth,2280,NSW
1946,Brannon,Gladman,Male,1959-01-04,N,No,227 Havey Trail,6,Systems Administrator III,n/a,Mass Customer,2795,NSW
1947,Gretta,Patrone,Female,1963-12-11,N,Yes,2 Manufacturers Parkway,6,Geologist II,Telecommunications,Affluent Customer,3199,VIC
1948,Elizabeth,Applewhaite,Female,1964-06-08,N,No,9175 Stephen Drive,8,,Entertainment,Mass Customer,4035,QLD
1949,Onida,Cockshot,Female,1954-05-10,N,No,299 Pine View Parkway,12,Legal Assistant,Manufacturing,Mass Customer,3121,VIC
1950,Berne,Fulkes,Male,1963-10-07,N,Yes,71 Orin Crossing,9,Web Developer II,Manufacturing,Affluent Customer,2155,NSW
1951,Rockie,MacCosty,Male,2000-06-07,N,Yes,134 Knutson Street,9,Health Coach II,Manufacturing,Mass Customer,2281,NSW
1952,Patrica,Donativo,Female,1974-01-29,N,Yes,37 Mockingbird Street,3,Payment Adjustment Coordinator,Health,Mass Customer,4017,QLD
